Object,Date,gsm_cssr_cs_BHV,gsm_tch_dcr_BHV,gsm_tbf_est_BHV,gsm_tbf_drop_BHV,gsm_dl_quality<5_BHV,gsm_HOSR_BHV,gsm_sdcch_drop_call_BHV,gsm_tch_congestion_BHV,gsm_sdcch_congestion_BHV,gsm_pdch_congestion_BHV,gsm_cell_availability_BHV,gsm_tch_traffic_BHV,gsm_sdcch_traffic_BHV,gsm_ps_traffic_BHV,gsm_good_SQI_BHV,umts_cssr_cs_BHV,umts_cdr_cs_BHV,umts_cssr_ps_BHV,umts_cdr_ps_BHV,umts_sho_sr_BHV,umts_max_HS_user_BHV,umts_mean_rtwp/ulrssi_BHV,umts_user_tput_dl_BHV,umts_user_tput_ul_BHV,umts_cell_tput_dl_BHV,umts_cell_tput_ul_BHV,3G_cell_availability_BHV,umts_traffic_cs_BHV,umts_traffic_vol_BHV,lte_cssr_ps_BHV,lte_cdr_ps_BHV,lte_rrc_connected_user_BHV,lte_intraFreq_ho_sr_BHV,lte_cqi_BHV,lte_mean_ulrssi,lte_prb_dl_utilization_BHV,lte_prb_ul_utilization_BHV,lte_user_tput_dl_BHV,lte_user_tput_ul_BHV,lte_cell_tput_dl_BHV,lte_cell_tput_ul_BHV,lte_cell_availability_BHV,lte_traffic_vol_dl_ul_BHV,lte_estimated_user_throughput_BHV,
Kalisumapa,07-12-20 00:00,0.959914,0.008464,0.939573,0.045866,0.968694,0.969418,0.007164,0.006425,0.004016,0.007597,0.983424,15437.004778,3149.800890,1238623.131248,0.946246,0.996637,0.004548,0.991353,0.012314,0.998200,162060.067408,-102.976264,1.049635,0.238998,2.760061,0.559398,0.997458,15009.555497,96177599.209534,0.990021,0.002680,852038.557613,0.988473,9.926221,-111.576823,0.481931,0.250449,2.326631,0.854367,10.016504,1.219279,0.997940,670266728.026185,5.327553,
