"Date","Title","GraphId","Inbound","Outbound"
"2019-01-23 14:45:00","GGSN Bandung Traffic","7526","7.2863219125e+10","7.3494180590e+10"
"2019-01-23 14:50:00","GGSN Bandung Traffic","7526","7.3303317204e+10","7.3921703796e+10"
"2019-01-23 14:55:00","GGSN Bandung Traffic","7526","7.3997467667e+10","7.4591544623e+10"
"2019-01-23 15:00:00","GGSN Bandung Traffic","7526","7.5019101233e+10","7.5626427285e+10"
"2019-01-23 15:05:00","GGSN Bandung Traffic","7526","7.5250864080e+10","7.5893253428e+10"
"2019-01-23 15:10:00","GGSN Bandung Traffic","7526","7.5447105912e+10","7.6082473768e+10"
"2019-01-23 15:15:00","GGSN Bandung Traffic","7526","7.5575264315e+10","7.6222358069e+10"
"2019-01-23 15:20:00","GGSN Bandung Traffic","7526","7.5741632234e+10","7.6402178983e+10"
"2019-01-23 15:25:00","GGSN Bandung Traffic","7526","7.6306059571e+10","7.6969654974e+10"
"2019-01-23 15:30:00","GGSN Bandung Traffic","7526","7.5342198701e+10","7.6065582723e+10"
"2019-01-23 15:35:00","GGSN Bandung Traffic","7526","7.4638957941e+10","7.5322027276e+10"
"2019-01-23 15:40:00","GGSN Bandung Traffic","7526","7.4330257099e+10","7.5024664785e+10"
"2019-01-23 15:45:00","GGSN Bandung Traffic","7526","7.4533182570e+10","7.5190356637e+10"
"2019-01-23 15:50:00","GGSN Bandung Traffic","7526","7.5163279895e+10","7.5896863263e+10"
"2019-01-23 15:55:00","GGSN Bandung Traffic","7526","7.5556848192e+10","7.6238538788e+10"
"2019-01-23 16:00:00","GGSN Bandung Traffic","7526","7.6239923600e+10","7.6944753951e+10"
"2019-01-23 16:05:00","GGSN Bandung Traffic","7526","7.6315920245e+10","7.7063107799e+10"
"2019-01-23 16:10:00","GGSN Bandung Traffic","7526","7.6576090344e+10","7.7236344534e+10"
"2019-01-23 16:15:00","GGSN Bandung Traffic","7526","7.7266443599e+10","7.7986560213e+10"
